CODIGO,NOMBRE,DESCRIPCION,COMPRA,MAYOREO,LLEVAR,COLOCADO,EXISTENCIAS,CANT_MIN,TIPO_MED,PROVEEDOR,CATEGORIA,MARCA1,MODELO1,ANIO1,MARCA2,MODELO2,ANIO2,MARCA3,MODELO3,ANIO3,MARCA4,MODELO4,ANIO4,MARCA5,MODELO5,ANIO5
DW00534GBN,,INTERNATIONAL HARVESTER DINA CAM. 57-86 ,$673.96,$800.00,$900.00,"$1,200.00",0,,,CITSA,PARABRISAS,TRACTOCAMIONES,,57-86,,,,,,,,,,,,
DW00919GTN,,CAMION NAVIESTAR CABINA ALTA 80-96      ,$633.36,$850.00,"$1,050.00","$1,450.00",2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,80-96,,,,,,,,,,,,
DW00920GTN,,CAMION NAVIESTAR CABINA ALTA 80-96      ,$633.36,$850.00,"$1,050.00","$1,450.00",2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,80-96,,,,,,,,,,,,
DW01000GTN,,FREIGHTLINER MERCEDES CONVENCIONAL CAB 1999 / 2005,$858.00,"$1,000.00","$1,050.00","$1,350.00",,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01139GBN,,KENWORTH CAB. CONV. 90-96 C-500 C-800 T-400,$482.00,$650.00,$800.00,"$1,100.00",,,,,PARABRISAS,TRACTOCAMIONES,,90-96,,,,,,,,,,,,
DW01163GTN,,"KENWORTH C500, C800,T170,T270, T300, T400, T450, T600, T800 W900 Conv. Cab Der. 97 / 06 CURVO  MITAD",$332.00,$500.00,$600.00,$950.00,2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01164GTN,,"KENWORTH C500, C800,T170,T270, T300, T400, T450, T600, T800 W900 Conv. Cab Izq. 97 / 06 CURVO MITAD",$332.00,$500.00,$600.00,$950.00,2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01731GTN,,FRIGHTLINER CASCADIA DER. CAB. CONV. 2008-2008,$791.12,"$1,000.00","$1,200.00","$1,800.00",1,,,CITSA,PARABRISAS,TRACTOCAMIONES,,2008-2008,,,,,,,,,,,,
DW01732GTN,,FRIGHTLINER CASCADIA IZQ. CAB. CONV. 2008-2009,$791.12,"$1,000.00","$1,200.00","$1,800.00",0,,,CITSA,PARABRISAS,TRACTOCAMIONES,,2008-2009,,,,,,,,,,,,
DW01302GTN,,FREIGHTLINER CENTURY CLASS. 96/UP DER SIM,$678.60,$850.00,"$1,000.00","$1,800.00",3,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01303GTN,,FREIGHTLINER CENTURY CLASS. 96/UP IZQ. SIM,$678.60,$850.00,"$1,000.00","$1,800.00",3,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01615GBN,,"CAMION FORD LCF CAB FORWARD 06-10, NAVISTAR CITY STAR, CF500, CF600 (07-12)","$1,105.00","$1,500.00","$1,700.00","$2,200.00",7,,,CITSA,PARABRISAS,TRACTOCAMIONES,,"06-10, 07-12",,,,,,,,,,,,
WL00137GBN,,KENWORTH T-800 54 X 78 plano MITAD,$188.00,$400.00,$550.00,$800.00,4,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00141GBN,,PARABRISAS DINA 800 861 (NAVISTAR),$245.00,,,,1,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00142GBN,,DINA 3000 plano,$506.00,"$1,000.00","$1,100.00","$1,300.00",,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00143GBN,,"FAMSA 2000 58 X 1,80  52,5 plano",$603.20,"$1,100.00","$1,200.00","$1,400.00",9,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00144GBN,,"DINA 2000 58 X 1,80 54,5 plano",$613.64,"$1,100.00","$1,200.00","$1,400.00",10,,,,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
,,DINA 2000  ,,,,"$3,500.00",1,,,,,,,,,,,,,,,,,,,
WL00162GBN,,FREIGHTLINER TROMPUDO NACIONAL 52 X 90 plano MITAD,$209.00,$600.00,$750.00,$850.00,,,,,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
FW03119 GBN,,PARABRISAS CAMION ISUZU ELF 300 CABOVER 2009-2010,"$1,134.47","$1,400.00","$1,650.00","$2,100.00",2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,2009-2010,,,,,,,,,,,,
