CODIGO,DESCRIPCION,COSTO,NEGOCIO,LLEVAR,COLOCADO,BOD,STK,INV,PROVEEDOR,MARCA,CATEGORIA
,SUZUKI,,,,,,,,,,
FW02768CLN,SUZUKI SWIFT 4PTS. HB 07-09 TOYOT MAZDA,"$1,226.91","$1,700.00","$1,900.00","$2,200.00",2,,2,  CITSA,SUZUKI,PARABRISAS
FW03059GTN,SUZUKI CX4,,,"$1,800.00",,3,,,,,
,AUTOBUSES,,,,,,,,,,
WA00477GBN,Pbs. MidiBus CasaVan CVS 91 Pegado o con Canuela Der.,"$1,258.58",,,,2,,2,CITSA,AUTOBUS,PARABRISAS
WA05162GBN,Pbs. Eurocar Super Bus BR 96 / 00 Izq.  ,"$1,338.20","$1,900.00","$1,950.00","$2,450.00",8,,8,CITSA,AUTOBUS,PARABRISAS
WA05163GBN,Pbs. Eurocar Super Bus BR 96 / 00 Der.,"$1,338.20","$1,900.00","$1,950.00","$2,450.00",3,,3,CITSA,AUTOBUS,PARABRISAS
WA05564GBN,Pbs. Ayco Magno 930 92 / 2010 Izq.,"$1,350.24","$1,900.00","$2,400.00",,,,0,CITSA,AUTOBUS,PARABRISAS
WA05564GTN,Pbs. Ayco Magno 930 92 / 2010 Der.,"$1,350.24","$1,900.00","$2,400.00",,,,0,CITSA,AUTOBUS,PARABRISAS
WA05565GTN,Pbs. Mercedes Benzs Derecho,,,,,3,,3,CITSA,AUTOBUS,PARABRISAS
WA05565GTN,Pbs. Mercedes Benzs Izquierdo,,,,,3,,3,CITSA,AUTOBUS,PARABRISAS
WA05601GTN,Pbs. Supra Catosa Esquinas Redondas 2000 Der.,"$1,816.08","$2,550.00",,,,,0,CITSA,AUTOBUS,PARABRISAS
WA05602GTN,Pbs. Supra Catosa Esquinas Redondas 2000 Izq.,"$1,816.08","$2,550.00",,,,,0,CITSA,AUTOBUS,PARABRISAS
WA05612GBN,Pbs. Eurocar Super Bus Hermes 2000  00 / 03 Izq.,"$1,756.37","$2,400.00","$2,850.00","$3,800.00",4,,4,CITSA,AUTOBUS,PARABRISAS
WA05613GBN,Pbs. Eurocar Super Bus Hermes 2000  00 / 03 Der.,"$1,756.37","$2,400.00","$2,850.00","$3,800.00",2,,2,CITSA,AUTOBUS,PARABRISAS
WA05639CLN,Pbs. Reco Semichato RTP Pegado 01 / 03 Der.             ,"$1,451.75","$1,910.00","$2,410.00",,,,0,CITSA,AUTOBUS,PARABRISAS
WA05640CLN,Pbs. Reco Semichato RTP Pegado 01 / 03 Izq.,"$1,451.75","$1,910.00","$2,410.00",,1,,1,CITSA,AUTOBUS,PARABRISAS
WA05681GTN,Pbs. Supra Catosa 2002 OPERBUS COSMOS Y CONTEMPORANEO Der.                 ,"$1,816.08","$2,600.00","$3,100.00","$4,200.00",3,,3,CITSA,AUTOBUS,PARABRISAS
WA05682GTN,Pbs. Supra Catosa 2002 OPERBUS COSMOS Y CONTEMPORANEO Izq.,"$1,816.08","$2,600.00","$3,100.00","$4,200.00",4,,4,CITSA,AUTOBUS,PARABRISAS
WA05800CLN,Pbs. Marco Polo Boxer 2002 Izq.    ,"$1,062.24","$1,800.00","$2,300.00","$3,100.00",,,0,CITSA,AUTOBUS,PARABRISAS
WA05801CLN, Pbs MARCO Polo Boxer 2002 der ,"$1,062.24","$1,800.00","$2,300.00","$3,100.00",1,,1,CITSA,AUTOBUS,PARABRISAS
WA05818GBN,Pbs. Vanetesa Midi Bus P-42 Der.,"$1,863.89","$2,150.00","$2,400.00","$2,900.00",,,0,CITSA,AUTOBUS,PARABRISAS
WA05819GBN,Pbs. Vanetesa Midi Bus P-42 Izq.,"$1,863.89","$2,150.00","$2,400.00","$2,900.00",1,,1,CITSA,AUTOBUS,PARABRISAS
WA05861GTN,Pbs. Eurocar Super Bus Hermes 2006 Izq..,"$2,007.30","$2,500.00","$2,800.00","$2,900.00",3,,3,CITSA,AUTOBUS,PARABRISAS
WA05862GTN,Pbs. Eurocar Super Bus Hermes 2006 Der.,"$2,007.30","$2,500.00","$2,800.00","$2,900.00",,,0,CITSA,AUTOBUS,PARABRISAS
WA05876CLN,Pbs. Ayco Zafiro 2007 / 2010 Der.,"$1,696.65","$2,250.00","$2,700.00","$2,900.00",,,0,CITSA,AUTOBUS,PARABRISAS
WA05877CLN,Pbs. Ayco Zafiro 2007 / 2010 Izq.,"$1,696.65","$2,250.00","$2,700.00","$2,900.00",,,0,CITSA,AUTOBUS,PARABRISAS
WA05896GBN,Pbs. San Marino Volkswagen Centauro 2007 Der.,$894.36,"$1,150.00","$1,400.00","$1,800.00",3,,3,CITSA,AUTOBUS,PARABRISAS
WA05995GTN,Pbs Marco Polo Boxer izq,,"$2,100.00","$2,700.00","$3,500.00",1,,1,,,
,,,"$2,370.00","$2,870.00",,,,,,,
,,,,,,,,,,,
,,,"$2,120.00","$2,620.00",,,,,,,
WA05685GTN,PBS RECO DERECHO,,"$2,950.00","$3,500.00","$4,500.00",2,,,,,
WA08032GTN,,,,,,1,,,,,
WA08031GTN,,,,,,1,,,,,
WA05823GTN,LETRERO,,"$1,240.00","$1,640.00",,1,,,,,
WA06191GTN,OBS MOTO TAXI BAJAJ,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,
WA06210GTN,PBS MOTO ATUL ,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,
WA06215GTN,PBS TORINO TOWN Y PACK,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,
WA06220GTN,PBS TORINO MOTO COUNTRY,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,
,TRACTOCAMIONES ,,,,,,,,,,
DW00534GBN,INTERNATIONAL HARVESTER DINA CAM. 57-86 ,$673.96,$800.00,$900.00,"$1,200.00",0,,0,CITSA,TRACTOCAMIONES,PARABRISAS
DW00919GTN,CAMION NAVIESTAR CABINA ALTA 80-96      ,$633.36,$850.00,"$1,050.00","$1,450.00",2,,2,CITSA,TRACTOCAMIONES,PARABRISAS
DW00920GTN,CAMION NAVIESTAR CABINA ALTA 80-96      ,$633.36,$850.00,"$1,050.00","$1,450.00",2,,2,CITSA,TRACTOCAMIONES,PARABRISAS
DW01000GTN,FREIGHTLINER MERCEDES CONVENCIONAL CAB 1999 / 2005,$858.00,"$1,000.00","$1,050.00","$1,350.00",,,0,CITSA,TRACTOCAMIONES,PARABRISAS
DW01139GBN,KENWORTH CAB. CONV. 90-96 C-500 C-800 T-400,$482.00,$650.00,$800.00,"$1,100.00",,,0,,TRACTOCAMIONES,PARABRISAS
DW01163GTN,"KENWORTH C500, C800,T170,T270, T300, T400, T450, T600, T800 W900 Conv. Cab Der. 97 / 06 CURVO  MITAD",$332.00,$500.00,$600.00,$950.00,2,,2,CITSA,TRACTOCAMIONES,PARABRISAS
DW01164GTN,"KENWORTH C500, C800,T170,T270, T300, T400, T450, T600, T800 W900 Conv. Cab Izq. 97 / 06 CURVO MITAD",$332.00,$500.00,$600.00,$950.00,2,,2,CITSA,TRACTOCAMIONES,PARABRISAS
DW01731GTN,FRIGHTLINER CASCADIA DER. CAB. CONV. 2008-2008,$791.12,"$1,000.00","$1,200.00","$1,800.00",1,,1,CITSA,TRACTOCAMIONES,PARABRISAS
DW01732GTN,FRIGHTLINER CASCADIA IZQ. CAB. CONV. 2008-2009,$791.12,"$1,000.00","$1,200.00","$1,800.00",0,,0,CITSA,TRACTOCAMIONES,PARABRISAS
DW01302GTN,FREIGHTLINER CENTURY CLASS. 96/UP DER SIM,$678.60,$850.00,"$1,000.00","$1,800.00",3,,3,CITSA,TRACTOCAMIONES,PARABRISAS
DW01303GTN,FREIGHTLINER CENTURY CLASS. 96/UP IZQ. SIM,$678.60,$850.00,"$1,000.00","$1,800.00",3,,3,CITSA,TRACTOCAMIONES,PARABRISAS
DW01615GBN,"CAMION FORD LCF CAB FORWARD 06-10, NAVISTAR CITY STAR, CF500, CF600 (07-12)","$1,105.00","$1,500.00","$1,700.00","$2,200.00",7,,7,CITSA,TRACTOCAMIONES,PARABRISAS
WL00137GBN,KENWORTH T-800 54 X 78 plano MITAD,$188.00,$400.00,$550.00,$800.00,4,,4,CITSA,TRACTOCAMIONES,PARABRISAS
WL00141GBN,PARABRISAS DINA 800 861 (NAVISTAR),$245.00,,,,1,,1,CITSA,TRACTOCAMIONES,PARABRISAS
WL00142GBN,DINA 3000 plano,$506.00,"$1,000.00","$1,100.00","$1,300.00",,,0,CITSA,TRACTOCAMIONES,PARABRISAS
WL00143GBN,"FAMSA 2000 58 X 1,80  52,5 plano",$603.20,"$1,100.00","$1,200.00","$1,400.00",9,,9,CITSA,TRACTOCAMIONES,PARABRISAS
WL00144GBN,"DINA 2000 58 X 1,80 54,5 plano",$613.64,"$1,100.00","$1,200.00","$1,400.00",10,,10,,TRACTOCAMIONES,PARABRISAS
,DINA 2000  ,,,,"$3,500.00",1,,1,,,
WL00162GBN,FREIGHTLINER TROMPUDO NACIONAL 52 X 90 plano MITAD,$209.00,$600.00,$750.00,$850.00,,,0,,TRACTOCAMIONES,PARABRISAS
FW03119 GBN,PARABRISAS CAMION ISUZU ELF 300 CABOVER 2009-2010,"$1,134.47","$1,400.00","$1,650.00","$2,100.00",2,,2,CITSA,TRACTOCAMIONES,PARABRISAS
